file,srepNumber,SpokesNumber,Spoke,xPos,yPos,zPos,radii,Ux,Uy,Uz
107524,1,1,up,-116.39996337890625,-107.52938079833984,54.60209274291992,3.7348704795909007,0.041578876924540105,-0.38983102304513684,-0.9199472650458155
107524,1,2,up,-116.04130554199219,-106.84090423583984,54.00503158569336,3.474524154039125,0.04958537122262286,-0.32741056604184415,-0.9435802097357033
107524,1,3,up,-115.67935943603516,-106.12882995605469,53.351749420166016,3.0371757893398574,0.062480940571848664,-0.24077266537112146,-0.9685683536412611
107524,1,4,up,-116.55088806152344,-107.82057189941406,54.8400764465332,3.7975354589927646,0.04067328183446919,-0.4101058849396669,-0.9111305325158776
107524,1,5,up,-117.02951049804688,-107.15040588378906,54.33324432373047,3.520230388265659,-0.0035813337791818995,-0.38313267350222785,-0.9236863799707115
107524,1,6,up,-117.57195281982422,-106.43611907958984,53.78981399536133,2.9225328263978296,-0.06232851462083499,-0.32103802274701226,-0.9450130920870088
107524,1,7,up,-116.9734115600586,-108.66084289550781,55.472511291503906,3.8705078552429204,0.038727344215811296,-0.4648554575500487,-0.8845392000335117
107524,1,8,up,-118.16065979003906,-108.02864074707031,55.06032180786133,3.677464237961702,-0.050766078993465094,-0.4733054891554126,-0.8794343177059813
107524,1,9,up,-119.4701919555664,-107.26821899414062,54.56850051879883,2.7997468271198214,-0.23221934701460847,-0.3755964574417576,-0.8972187448049169
107524,1,10,up,-117.56914520263672,-109.98529815673828,56.321102142333984,3.792453001794163,0.04659590769256616,-0.5397350946818921,-0.8405443765530972
107524,1,11,up,-119.2332992553711,-109.42452239990234,55.98276138305664,3.738079385558324,-0.09960455934629113,-0.548969349855981,-0.8298864890309593
107524,1,12,up,-121.05914306640625,-108.62940216064453,55.508689880371094,2.7247297244586366,-0.39670933975469946,-0.39046051079850663,-0.8307600672025345
107524,1,13,up,-118.1873550415039,-111.72578430175781,57.30533981323242,3.586855374388575,0.06760771056773895,-0.607111130141731,-0.7917356080976901
107524,1,14,up,-120.0847396850586,-111.33274841308594,57.031253814697266,3.6897814070961275,-0.13485960416056492,-0.6216428554788462,-0.7716042038492027
107524,1,15,up,-122.20841979980469,-110.67166137695312,56.566200256347656,2.868586396532853,-0.4972738564625805,-0.4427144260096014,-0.7461384916232521
107524,1,16,up,-118.68824005126953,-113.73968505859375,58.552528381347656,3.1479401213656586,0.09279715583448449,-0.6675761415335697,-0.7387359359907854
107524,1,17,up,-120.63269805908203,-113.60903930664062,58.36803436279297,3.41260080210428,-0.15515658311792793,-0.6709125950472151,-0.7251225582769999
107524,1,18,up,-122.87248992919922,-113.32152557373047,58.02647018432617,2.7036609124627002,-0.5955359537055902,-0.4459450349125975,-0.6681840717053763
107524,1,19,up,-118.92574310302734,-115.8572998046875,60.12828826904297,2.715971137880029,0.09739888112599063,-0.7146174430686214,-0.6927014999388053
107524,1,20,up,-120.80746459960938,-115.95890045166016,60.08716583251953,3.1335280453996313,-0.17371486136821226,-0.6908706156877263,-0.701798360869477
107524,1,21,up,-123.02726745605469,-116.01974487304688,60.0477294921875,2.6116011606053964,-0.6337287044306321,-0.5221267897139023,-0.5707640008302266
107524,1,22,up,-118.82719421386719,-117.99354553222656,61.85459518432617,2.3829621503612755,0.12218197001403064,-0.7562081461204889,-0.6428225306758497
107524,1,23,up,-120.56438446044922,-118.2248306274414,62.0699462890625,2.790780642377346,-0.15917989513556705,-0.7191772543936876,-0.676347423849154
107524,1,24,up,-122.64004516601562,-118.5042495727539,62.487876892089844,2.483358492262614,-0.626280867158643,-0.62186828233283,-0.4701617964695068
107524,1,25,up,-118.47689056396484,-119.95098114013672,63.681190490722656,1.994281913347122,0.1670131728973984,-0.7968302622435756,-0.580661806262112
107524,1,26,up,-120.01280975341797,-120.30601501464844,64.11119842529297,2.5158395376686022,-0.15722118365566964,-0.7597739129942069,-0.6308923050278722
107524,1,27,up,-121.84100341796875,-120.77361297607422,64.77182006835938,2.306730507896647,-0.5799656723749073,-0.699361418456722,-0.4177719775678161
107524,1,28,up,-117.93409729003906,-121.5768051147461,65.5566635131836,1.9965725156761251,0.20326666665676818,-0.8130306549122671,-0.5455857553118266
107524,1,29,up,-119.20600891113281,-122.0550537109375,66.09761047363281,2.3843322993595844,-0.09097471441303183,-0.8075911778392619,-0.5826835254352579
107524,1,30,up,-120.66275024414062,-122.6544418334961,66.75763702392578,2.1712286035067625,-0.45736939371382174,-0.7893904986475386,-0.40948245180818377
107524,1,31,up,-117.39674377441406,-122.92174530029297,67.10640716552734,2.1779313621216625,0.17899096674021633,-0.8523990389630559,-0.49130246508669323
107524,1,32,up,-118.27207946777344,-123.52173614501953,67.7625503540039,2.3456634712103703,-0.024374834967480358,-0.8659068340063044,-0.4996110709757007
107524,1,33,up,-119.24356842041016,-124.17459869384766,68.49320983886719,2.073450718378038,-0.2768233239944046,-0.8794377574724356,-0.3872442098011829
107524,1,34,up,-116.99079895019531,-123.83519744873047,68.09941101074219,2.2843613408635015,0.18383213394832787,-0.8754354288118285,-0.44701068947962985
107524,1,35,up,-117.28294372558594,-124.53026580810547,68.85641479492188,2.3019883075115524,0.08219430541093624,-0.8997482972617593,-0.42859899408722213
107524,1,36,up,-117.61103057861328,-125.22742462158203,69.67186737060547,2.0988866056313333,-0.04027855043392249,-0.9318106870340939,-0.36070276115382327
107524,1,37,up,-116.8366470336914,-124.15833282470703,68.44156646728516,2.2986464012384555,0.18946636584267493,-0.8831518709907965,-0.4291215084097104
